,Location,Average Salary by Location,Occupation,Average Salary for Each Occupation by Location,Average National Salary for Each Occupation
1186,"Jeffersonville City PUMA, IN",41372.023006660434,"Lawyers, & judges, magistrates, & other judicial workers",214119.8664495114,124478.50814810928
1187,"New Orleans City (Northeast) PUMA, LA",41371.346666483645,Financial analysts,393081.6091954023,99633.71762472302
1188,"Schenectady City PUMA, NY",41352.487094528435,Physicians,213154.6995515695,206831.79290917717
1189,"Cowlitz, Pacific & Wahkiakum Counties PUMA, WA",41350.14409240526,Physicians,334358.3426294821,206831.79290917717
1190,"Murray (East), Holladay Cities & Millcreek PUMA, UT",41345.943819843014,Physicians,249570.11752717392,206831.79290917717
1191,"Kingston Borough PUMA, PA",41326.68547122517,Physicians,492365.14814814815,206831.79290917717
1192,"Bloom & Rich Townships PUMA, IL",41313.235476045214,Surgeons,303929.0909090909,282720.32402206364
1193,"Madison City (Central) PUMA, WI",41305.48314238064,Dental assistants,444749.6,25885.726746630076
1194,"Orange County (Northeast) PUMA, FL",41304.12440021852,Sales engineers,482234.17821782175,108780.47602985433
1195,"Erie County (North Central) PUMA, NY",41302.31571627059,Aircraft mechanics & service technicians,253274.25688073397,49816.739380129606
1196,"Carson City, Lyon, Douglas & Storey Counties PUMA, NV",41294.57602413368,Physicians,467037.7313432836,206831.79290917717
1197,"Genesee (East) & Lapeer Counties PUMA, MI",41292.15576700347,Dentists,432592.4102564103,127707.80053807772
1198,"Ceres, Patterson & Newman Cities PUMA, CA",41285.91483811598,"Transportation, storage, & distribution managers",572399.8125,53695.69069794224
1199,"Northern Shenandoah Valley Regional Commission (South) PUMA, VA",41284.37784540373,Personal financial advisors,506548.511627907,110943.36940078795
1200,"Cape Coral City PUMA, FL",41265.30294398832,Nuclear medicine technologists and medical dosimetrists,482234.1925925926,132946.1370184876
1201,"Greer City (North & West) & Taylors (Central & East) PUMA, SC",41263.20211875336,Credit counselors & loan officers,426513.8367346939,67871.33144378143
1202,"Lakewood (North), Wheat Ridge & Golden Cities PUMA, CO",41260.28804259839,Architectural & engineering managers,202619.40869565215,134098.2588754237
1203,"Milwaukee City (South) PUMA, WI",41255.96884132733,Clinical laboratory technologists & technicians,227946.83146067412,40537.11193698079
1204,"Fort Collins City PUMA, CO",41251.993596530745,Physicians,378420.96730769234,206831.79290917717
1205,"Wichita (Northwest) & Newton Cities PUMA, KS",41205.53136436977,"Lawyers, & judges, magistrates, & other judicial workers",355407.0919117647,124478.50814810928
1206,"Visalia City PUMA, CA",41170.40935320593,Financial managers,280397.55709711846,92038.95558870002
1207,"Worth & Calumet Townships PUMA, IL",41167.55501738211,Personal financial advisors,253274.25714285715,110943.36940078795
1208,"Kosciusko & Marshall Counties PUMA, IN",41158.16895101686,"Lawyers, & judges, magistrates, & other judicial workers",417395.9682539682,124478.50814810928
1209,"St. Paul City (East) PUMA, MN",41143.96648862613,Home health aides,493378.2372881356,17849.767202998682
1210,"Memphis City (Central Riverside) PUMA, TN",41142.142487011064,"Archivists, curators, & museum technicians",227946.828125,38222.123354721945
1211,"Brazoria County (Central)Alvin City PUMA, TX",41139.76231437309,Chemical engineers,182357.45588235292,95707.39540394994
1212,"Woodburn & Silverton Cities PUMA, OR",41139.42976104568,Dentists,237064.69918699187,127707.80053807772
1213,"Mesa City (East) PUMA, AZ",41138.208921241494,Physicians,222845.0821052632,206831.79290917717
1214,"Greenville & Mauldin Cities PUMA, SC",41131.547582944084,Physicians,250864.1548872181,206831.79290917717
1215,"Riverside City (East) PUMA, CA",41129.48348206468,Nuclear medicine technologists and medical dosimetrists,263405.21495327103,132946.1370184876
1216,"Between Loop TX-1604 & Loop I-410 PUMA, TX (79500US4805912)",41128.70796214584,Physicians,340307.09230769234,206831.79290917717
1217,"Margate & Coconut Creek Cities PUMA, FL",41121.48013452383,Jewelers & precious stone & metal workers,226933.72549019608,22002.90098277413
1218,"Greene County PUMA, OH",41118.10662124782,Personal financial advisors,437657.9240506329,110943.36940078795
1219,"Avondale (Central) & Litchfield Park (Central) Cities PUMA, AZ",41116.26040808233,Sales managers,417395.9661016949,106611.873312147
1220,"Erie County (Northwest) PUMA, NY",41110.99546784713,Architectural & engineering managers,331282.7157894737,134098.2588754237
1221,"Jefferson Parish (North) PUMA, LA",41106.33839235678,Pharmacists,232233.0,88632.34688145593
1222,"Mankato City PUMA, MN",41089.00510572037,Aircraft pilots & flight engineers,299147.26666666666,115613.87787785068
1223,"Sacramento City (Southwest/Pocket, Meadowview & North Laguna) PUMA, CA",41083.98463114015,Firstline supervisors of office & administrative support workers,298448.05970149254,47745.36143510247
1224,"Akron (West) & Cuyahoga Falls (West) Cities PUMA, OH",41073.096249950584,Personal financial advisors,437657.9104477612,110943.36940078795
1225,"Citrus Heights City PUMA, CA",41056.85395273531,Insurance underwriters,572399.7966101695,65638.00450135449
1226,"Boise (South) & Kuna Cities PUMA, ID",41056.75867859021,Physicians,292498.7282608696,206831.79290917717
1227,"Cache, Summit, Morgan & Rich Counties PUMA, UT",41055.64124024793,Personal financial advisors,425500.75,110943.36940078795
1228,"Licking County PUMA, OH",41053.35545423769,Training & development specialists,229044.0737704918,51927.48752447238
1229,"Middle Peninsula, Northern Neck & Accomack-Northampton Planning District Commissions PUMA, VA",41050.883557762674,"Securities, commodities, & financial services sales agents",506548.5384615384,116457.02855852002
1230,"Queen Anne's, Talbot, Caroline, Dorchester & Kent Counties PUMA, MD",41029.07980250805,Veterinarians,397323.9583333333,84868.11662911795
1231,"Mower, Steele, Freeborn & Dodge Counties PUMA, MN",41013.89804027217,Diagnostic medical sonographers,493378.2222222223,73862.48732493505
1232,"Miami City (West) PUMA, FL",40995.18963443551,"Securities, commodities, & financial services sales agents",482234.1904761905,116457.02855852002
1233,"Gwinnett County (Southwest)Lilburn City PUMA, GA",40994.33946900232,Miscellaneous health technologists & technicians,202619.4025974026,40881.49083530776
1234,"Shreveport City (South) PUMA, LA",40971.28440538355,Nurse anesthetists,393081.6363636364,137847.88905761446
1235,"Chisago, Isanti, Pine, Mille Lacs & Kanabec Counties PUMA, MN",40969.286729821244,Physicians,493378.2727272727,206831.79290917717
1236,"Norwalk City PUMA, CA",40966.16348380251,"Business operations specialists, all other",162095.50877192983,60104.46884870296
1237,"Decatur City PUMA, IL",40960.80267783009,"Sales representatives of services, except advertising, insurance, financial services, and travel",550111.6989247312,75405.68465396445
1238,"Fond du Lac & Calumet Counties PUMA, WI",40953.15478870565,Operations research analysts,444749.59375,72711.06132234662
1239,"Gardena, Lawndale Cities & West Athens PUMA, CA",40950.451632002725,Cost estimators,167161.0,58963.60741807346
1240,"Orange County (Northwest) PUMA, FL",40950.26431554991,Nuclear medicine technologists and medical dosimetrists,482234.1777777778,132946.1370184876
1241,"Hendersonville City PUMA, TN",40932.53345145562,Dentists,445762.67647058825,127707.80053807772
1242,"Sarasota County (North) PUMA, FL",40930.74084637121,Chiropractors,482234.1894736842,58929.317817604286
1243,"Atlantic City & Ventnor City PUMA, NJ",40925.22794645517,Firstline supervisors of nonretail sales workers,379740.1549295775,70776.29211066732
1244,"Orlando City (South Central), Conway & Pine Castle PUMA, FL",40911.85989522551,Physicians,482234.1862745098,206831.79290917717
1245,"Raleigh City (North) PUMA, NC",40909.39377785679,Network and computer systems administrators,238077.8058252427,70080.64245976007
1246,"Oakland City (South Central) PUMA, CA",40895.35058114935,Computer & information systems managers,192488.44295302013,102527.2721576413
1247,"Cheney City PUMA, WA",40870.102240299115,Actuaries,256313.58823529413,131082.8818200338
1248,"Huntsville City (Far West & Southwest) PUMA, AL",40860.83598018551,Recreation workers,198060.4745762712,14309.727258727167
1249,"Marathon County PUMA, WI",40852.736097079054,Education administrators,306309.82945736434,61611.01116745079
1250,"Richmond City PUMA, VA",40849.302453963726,Chief executives & legislators,367682.4331428572,141283.83645852594
1251,"Lauderdale, Colbert, Franklin & Marion (Northeast) Counties PUMA, AL",40829.556823381594,"Miscellaneous engineers, including nuclear engineers",396120.9565217392,86422.79194750793
1252,"Tompkins County PUMA, NY",40828.73745979756,"Agents & business managers of artists, performers, & athletes",668644.0,52365.18566942112
1253,"Jackson County (East) PUMA, MO",40815.037711950936,Magnetic resonance imaging technologists,233012.320754717,100650.60025262598
1254,"Grant & Kittitas Counties PUMA, WA",40812.180365890476,Surgeons,527823.5505617978,282720.32402206364
1255,"Borough Park, Kensington & Ocean Parkway PUMA, NY",40801.37550948171,Actuaries,313046.9761904762,131082.8818200338
1256,"Glendale City (North) PUMA, AZ",40797.812124113996,Dentists,417395.9603960396,127707.80053807772
1257,"Mount Clemens & Fraser Area PUMA, MI",40794.7555608292,Other Physical Scientists,432592.41904761904,73811.74773838854
1258,"Yamhill & Polk Counties PUMA, OR",40789.18808286242,Surgeons,413343.55963302753,282720.32402206364
1259,"Biddeford & Saco Cities PUMA, ME",40788.37918896323,Physicians,215194.90070921983,206831.79290917717
1260,"Trussville, Center Point & Gardendale Cities PUMA, AL",40774.833633186994,"Medical scientists, & life scientists, all other",202619.40740740745,79977.46222023785
1261,"Matanuska-Susitna & Kenai Peninsula Boroughs PUMA, AK",40750.20550477228,Mining machine operators,199580.11627906977,55304.079102988384
1262,"Hibbing & Cloquet Cities PUMA, MN",40749.11739617085,Pharmacists,361019.9093851133,88632.34688145593
1263,"Bowling Green City PUMA, OH",40717.09314887695,Dietitians & nutritionists,437657.9220779221,39096.582625035946
1264,"Barrow & Jackson Counties PUMA, GA",40700.24965091157,Other financial clerks,477168.6923076923,76459.69278730197
1265,"Mobile City (East) PUMA, AL",40668.60062438181,Nurse anesthetists,396120.94545454544,137847.88905761446
1266,"Portland City (Southeast) PUMA, OR",40664.969037950345,Architectural & engineering managers,413343.5478260869,134098.2588754237
1267,"Wilmington City PUMA, DE",40662.30790977069,Physicians,482234.1621621622,206831.79290917717
1268,"Covina & Walnut Cities PUMA, CA",40659.412330220905,Cost estimators,269271.8775510204,58963.60741807346
1269,"Aiken & North Augusta Cities PUMA, SC",40650.5842712833,"Lawyers, & judges, magistrates, & other judicial workers",236875.76687116563,124478.50814810928
1270,"Racine County PUMA, WI",40643.03469260572,Physicians,286364.47679324896,206831.79290917717
1271,"Tipton, Fayette & Lauderdale Counties PUMA, TN",40635.145797717676,Cost estimators,445762.6956521739,58963.60741807346
1272,"Eagle City PUMA, ID",40566.29202989977,Veterinarians,401186.4146341463,84868.11662911795
1273,"Kalamazoo & Portage Cities Area PUMA, MI",40556.811562304305,Dentists,432592.4,127707.80053807772
1274,"Montgomery City & Pike Road Town (North) PUMA, AL",40534.25176780579,"Social workers, all other",175790.89194139195,42459.290731701134
1275,"Reno City PUMA, NV",40521.43393499075,Dentists,467037.7345132744,127707.80053807772
1276,"Gwinnett County (South)Snellville City PUMA, GA",40518.279740189464,Firstline supervisors of housekeeping & janitorial workers,177291.9638554217,30437.467101766862
1277,"Ottawa County (West) PUMA, MI",40493.67609398535,Surgeons,432592.4109589041,282720.32402206364
1278,"Washington County PUMA, AR",40487.22714100063,Procurement clerks,427526.9411764706,54550.11160513914
1279,"Soddy-Daisy City PUMA, TN",40485.53065036005,Nurse anesthetists,445762.6666666667,137847.88905761446
1280,"Worcester City PUMA, MA",40468.27665548228,Chief executives & legislators,272203.38524590165,141283.83645852594
1281,"Houston-Galveston Area Council (West) PUMA, TX",40462.09587932937,Architectural & engineering managers,222881.3417721519,134098.2588754237
1282,"Brighton Beach & Coney Island PUMA, NY",40461.870541872544,"Eligibility interviewers, government programs",202619.41176470587,38127.327691325496
1283,"Norman, Oklahoma City (South) & Moore Cities PUMA, OK",40461.84320613374,Dentists,418409.0414201184,127707.80053807772
1284,"Myrtle Beach, North Myrtle Beach Cities & Socastee (East) PUMA, SC",40460.88187108112,Magnetic resonance imaging technologists,426513.85,100650.60025262598
1285,"Dundalk, Essex & Edgemere PUMA, MD",40454.273328153125,Management analysts,202619.41379310345,71424.88393523055
1286,"The Hammocks (West), Richmond West (West) & Country Walk PUMA, FL",40452.78119549678,Reservation & transportation ticket agents & travel clerks,202619.40136054423,33710.41897704174
1287,"Franklin County PUMA, MO",40446.18692704384,Dentists,421448.3539823009,127707.80053807772
1288,"Whitfield County PUMA, GA",40429.33006373234,Chief executives & legislators,338134.94545454544,141283.83645852594
1289,"Miami County PUMA, OH",40410.98484533387,Chief executives & legislators,226611.97424892703,141283.83645852594
1290,"Jamestown City PUMA, ND",40383.147948340804,Physicians,407265.010989011,206831.79290917717
1291,"Santa Ana City (East) PUMA, CA",40355.72656728361,Other psychologists,343403.05454545456,53563.49249437002
1292,"Polk County (Central) PUMA, FL",40333.73406593101,Physicians,352760.396969697,206831.79290917717
1293,"Nashville-Davidson (East) PUMA, TN",40333.72428269179,Aircraft pilots & flight engineers,445762.6666666667,115613.87787785068
1294,"Sarasota County (Central & Gulf Coast) PUMA, FL",40331.650291300895,Other Sales Workers,370625.3973799127,46439.11797243441
1295,"Memphis City (Southeast) PUMA, TN",40331.234038992065,Physicians,370644.871257485,206831.79290917717
1296,"Sacramento City (North), Antelope & Rio Linda PUMA, CA",40319.36752770693,Physicians,572399.8235294118,206831.79290917717
1297,"Manitowoc & Kewaunee Counties PUMA, WI",40312.815219681,Physicians,402226.056768559,206831.79290917717
1298,"Northwest Lower Peninsula (West) PUMA, MI",40310.2478922268,"Securities, commodities, & financial services sales agents",432592.4210526316,116457.02855852002
1299,"Wilmington City PUMA, NC",40306.50664749173,"Securities, commodities, & financial services sales agents",418409.0629370629,116457.02855852002
1300,"Winona City PUMA, MN",40304.22291555636,Personal financial advisors,493378.2352941177,110943.36940078795
1301,"Pflugerville, Manor Cities & Wells Branch PUMA, TX",40295.465142357076,Producers & directors,208697.9766899767,65061.10863708074
1302,"Greece & Gates Towns PUMA, NY",40242.51624774638,Chief executives & legislators,179306.4379421222,141283.83645852594
1303,"Allston, Brighton & Fenway PUMA, MA",40231.12813788849,Chief executives & legislators,518037.19587628864,141283.83645852594
1304,"Douglas County PUMA, GA",40227.49630735812,Physicians,477168.70588235295,206831.79290917717
1305,"Camden & Gloucester Cities PUMA, NJ",40225.84718549026,Chiropractors,303929.0928961749,58929.317817604286
1306,"Rio Grande COG & Permian Basin Regional Planning Commission (West) PUMA, TX",40222.85103780389,Surgeons,474129.4126984127,282720.32402206364
1307,"Lee, Pontotoc & Union CountiesTupelo City PUMA, MS",40219.54617723883,Photographers,339387.5140186916,18706.69295753645
1308,"Johnston County PUMA, NC",40213.704721493836,Insurance sales agents,359507.1157024793,53854.68649385349
1309,"Erie & Sandusky Counties PUMA, OH",40210.96801457668,Veterinarians,437657.9189189189,84868.11662911795
1310,"Auglaize, Mercer & Van Wert Counties PUMA, OH",40206.800346823715,"Chemical processing machine setters, operators, & tenders",437657.8965517241,46327.94100067397
1311,"Menifee, Lake Elsinore & Canyon Lake Cities PUMA, CA",40198.640823522444,Physicians,353970.38497652585,206831.79290917717
1312,"Lincoln Trail Area Development District (West) PUMA, KY",40190.159645125364,Travel agents,403212.6037735849,29475.76372948768
1313,"Orange & Hardin Counties PUMA, TX",40187.66201082499,"Firstline supervisors of landscaping, lawn service, & groundskeeping workers",474129.4117647059,30445.47264440623
1314,"Between Loop I-610 & Beltway TX-8 PUMA, TX (79500US4804611)",40186.97608379418,Firstline supervisors of nonretail sales workers,202619.40740740745,70776.29211066732
1315,"Sioux City PUMA, IA",40165.09183837276,Chief executives & legislators,295407.17647058825,141283.83645852594
1316,"Long Beach City (North) PUMA, CA",40145.37808284181,Economists,572399.8285714285,114682.51872642573
1317,"McLean County PUMA, IL",40136.6258524207,Physicians,267237.15025906736,206831.79290917717
1318,"Redding City PUMA, CA",40117.45985207354,Electrical powerline installers & repairers,218828.94814814813,65493.39119757196
1319,"Phelan, Lake Arrowhead & Big Bear City PUMA, CA",40115.37000957158,Electrical powerline installers & repairers,222881.3333333333,65493.39119757196
1320,"Berrien County PUMA, MI",40102.04123663295,Medical & health services managers,340587.2192982456,74643.1976723827
1321,"Lackawanna (Outside Greater Scranton City) & Wyoming Counties PUMA, PA",40100.06360469889,Physicians,329209.3297491039,206831.79290917717
1322,"Miamisburg & West Carrollton Cities PUMA, OH",40099.1326095052,Aerospace engineers,172226.48837209304,93327.5642780684
1323,"Philadelphia City (East) PUMA, PA",40092.249671648206,Real estate brokers & sales agents,245593.10075566752,43001.75341421511
1324,"Buncombe County (Northwest) PUMA, NC",40076.95856713594,Other financial specialists,418409.07692307694,98080.72862112064
1325,"Morgantown City PUMA, WV",40076.22927390019,Physicians,202306.23381770143,206831.79290917717
1326,"Coon Rapids, Fridley & Columbia Heights Cities PUMA, MN",40072.3833818733,Computer & information systems managers,126637.125,102527.2721576413
1327,"Hays County PUMA, TX",40060.97818638064,Architectural & engineering managers,370724.5986394558,134098.2588754237
1328,"Berks County (East) PUMA, PA",40054.82484225289,Physicians,186857.341543514,206831.79290917717
1329,"Mobile City (West) PUMA, AL",40052.523873289196,Software developers,396120.9375,105223.46968687043
1330,"Oklahoma City (Northwest Central) & Bethany Cities PUMA, OK",40033.524742021575,Surgeons,418409.0588235294,282720.32402206364
1331,"Jacksonville City (Southwest) PUMA, FL",40026.80506712364,"Weighers, measurers, checkers, & samplers, recordkeeping",482234.17391304346,30412.053429529173
1332,"Adams & Franklin (Southeast) Counties PUMA, PA",40010.46956287558,Surgeons,492365.1627906977,282720.32402206364
1333,"Philadelphia City (Far Northeast) PUMA, PA",40010.468828084304,"Cement masons, concrete finishers, & terrazzo workers",492365.1707317073,29219.94375219718
1334,"Memphis (East), Lakeland Cities & Arlington Town (South) PUMA, TN",40003.723028581975,Chief executives & legislators,274126.68685714283,141283.83645852594
1335,"Houston & Pulaski Counties PUMA, GA",39998.42652794452,Pharmacists,477168.6857142857,88632.34688145593
1336,"Genesee (West) & Shiawassee Counties PUMA, MI",39995.23943670569,Cost estimators,432592.3947368421,58963.60741807346
1337,"Victoria & Calhoun Counties PUMA, TX",39991.51333700275,Medical & health services managers,345919.0625,74643.1976723827
1338,"Roanoke Valley-Alleghany Regional Commission (Outside Roanoke & Salem Cities) PUMA, VA",39990.76991706646,Physicians,242487.5499549955,206831.79290917717
1339,"Oswego County PUMA, NY",39986.57164762198,Surgeons,668644.0,282720.32402206364
1340,"Austin City (Southeast) PUMA, TX",39971.803584876456,Atmospheric & space scientists,250234.94594594595,72197.66650857519
1341,"Hamilton & Fairfield Cities PUMA, OH",39937.474325526535,Firstline supervisors of police & detectives,191475.3275862069,72515.40418093909
1342,"Williamson County (North)Georgetown (East) & Taylor Cities PUMA, TX",39903.45932133961,Architectural & engineering managers,474129.3928571429,134098.2588754237
1343,"Norfolk City (Northeast) PUMA, VA",39891.445491802166,Surgeons,506548.5,282720.32402206364
1344,"York (West) & Cumberland (West) Counties PUMA, ME",39877.825836502554,Industrial production managers,360662.5384615384,77305.98243070339
1345,"Rockford City PUMA, IL",39871.90018614802,Physicians,399915.5089820359,206831.79290917717
1346,"Putnam & St. Johns (South) Counties PUMA, FL",39871.89204601526,Personal financial advisors,482234.2105263158,110943.36940078795
1347,"Kalamazoo County (Outer) PUMA, MI",39863.647263327686,Chief executives & legislators,227508.311440678,141283.83645852594
1348,"DeLand, DeBary Cities & Pierson Town PUMA, FL",39863.56535330027,Physicians,482234.1747572816,206831.79290917717
1349,"Lakewood City & Joint Base Lewis-McChord PUMA, WA",39847.4863459768,"Lawyers, & judges, magistrates, & other judicial workers",199580.11666666667,124478.50814810928
1350,"Maury, Bedford & Marshall Counties PUMA, TN",39827.26657375906,Physicians,262901.5254237288,206831.79290917717
1351,"Lafourche & Assumption Parishes PUMA, LA",39813.36803462517,Personal financial advisors,317534.41441441444,110943.36940078795
1352,"Sussex County PUMA, DE",39805.797075118826,"Lawyers, & judges, magistrates, & other judicial workers",307113.97360703815,124478.50814810928
1353,"Henry County (South)McDonough City PUMA, GA",39804.301608804126,"Agents & business managers of artists, performers, & athletes",253274.24,52365.18566942112
1354,"Deerfield, Pompano Beach (North) & Lighthouse Point Cities PUMA, FL",39790.94475130245,Financial managers,184907.2837078652,92038.95558870002
1355,"Doral, Sweetwater Cities & Fontainebleau PUMA, FL",39787.155280518666,Budget analysts,253274.25352112675,69666.63007916698
1356,"Bluegrass Area Development District (South) PUMA, KY",39772.643145774135,Physicians,403212.5970149254,206831.79290917717
1357,"Allegan County PUMA, MI",39772.37603743804,Veterinarians,202619.4,84868.11662911795
1358,"Islip Town (Northwest) PUMA, NY",39771.63615813103,General & operations managers,168587.89201877936,78932.01272296738
1359,"Lehigh Acres & North Fort Myers PUMA, FL",39759.72259592219,Personal financial advisors,482234.1785714286,110943.36940078795
1360,"Warren & Washington Counties PUMA, NY",39749.06923510448,Physicians,243848.8627858628,206831.79290917717
1361,"Maricopa County (West) & Gila River Indian Community (Northwest) PUMA, AZ",39746.526864113286,Medical & health services managers,205373.62337662335,74643.1976723827
1362,"Smith County (Outside Tyler City) PUMA, TX",39742.15155366461,Firstline supervisors of food preparation & serving workers,281228.0326086957,23221.954729882906
1363,"Northeast Kansas PUMA, KS",39740.66045129766,"Lawyers, & judges, magistrates, & other judicial workers",444749.5833333333,124478.50814810928
1364,"Oak Ridge City (West) PUMA, TN",39739.19883798318,Real estate brokers & sales agents,298916.5574912892,43001.75341421511
1365,"Stockton City (South) PUMA, CA",39738.27934844036,Dentists,572399.7966101695,127707.80053807772
1366,"Faulkner & Lonoke Counties PUMA, AR",39694.521932053154,"Agents & business managers of artists, performers, & athletes",427526.9315068493,52365.18566942112
1367,"Forest Park City, White Oak, Bridgetown & Finneytown PUMA, OH",39693.402587289595,Physicians,437657.9117647059,206831.79290917717
1368,"Glynn Camden & McIntosh Counties PUMA, GA",39682.43284496443,Construction managers,477168.6865671642,61965.46836887661
1369,"Washington Heights, Inwood & Marble Hill PUMA, NY",39659.84252338924,Other financial clerks,262823.625,76459.69278730197
1370,"Jersey Village CityBetween Beltway TX-8 & FM-1960 PUMA, TX",39648.9839807564,"Child, family, and school social workers",164121.72413793104,40268.08144283756
1371,"Chelan & Douglas Counties PUMA, WA",39648.20486908691,Flight attendants,527823.5813953489,41477.25663697701
1372,"Forest Acres City & Dentsville PUMA, SC",39643.93426893847,Nuclear medicine technologists and medical dosimetrists,426513.8461538461,132946.1370184876
1373,"Potter CountyAmarillo City (North) PUMA, TX",39639.33414511202,Surgeons,474129.4,282720.32402206364
1374,"Clay, Polk, Roseau, Pennington, Marshall, Norman, Kittson & Red Lake Counties PUMA, MN",39633.03131841417,Physicians,493378.25,206831.79290917717
1375,"Georgia Mountains Regional Commission (North & Northwest) PUMA, GA",39619.2428022318,Aircraft pilots & flight engineers,477168.6846846847,115613.87787785068
1376,"Imperial Calcasieu Regional Planning & Development District 2 (South) PUMA, LA",39617.73751669616,Personal financial advisors,216085.5738831615,110943.36940078795
1377,"Inside Loop I-410 PUMA, TX (79500US4805902)",39616.803887315065,Management analysts,367894.4974358974,71424.88393523055
1378,"Vista City PUMA, CA",39600.39987273605,Financial managers,173945.13392857142,92038.95558870002
1379,"East Montana (Outside Billings City) PUMA, MT",39598.415917214246,Credit analysts,391055.4506437768,65046.29732411437
1380,"LaSalle County PUMA, IL",39593.48222260167,Electrical powerline installers & repairers,177291.97894736842,65493.39119757196
1381,"Sterling Heights City PUMA, MI",39590.4556993717,Riggers,432592.4054054054,40344.35734232715
1382,"Shawnee (Outside Topeka City), Osage, Jackson, Brown & Wabaunsee Counties PUMA, KS",39585.212969558,Human resources managers,366128.1428571429,72391.03540336741
1383,"Rialto City PUMA, CA",39579.79639425634,Training & development specialists,572399.8275862068,51927.48752447238
1384,"Hillsborough County (Northeast) PUMA, FL",39574.729086008585,Logisticians,269194.75988700567,51396.85651046584
1385,"Kansas City (North Central), Gladstone City & North Kansas City PUMA, MO",39569.90910244524,Chief executives & legislators,140913.286259542,141283.83645852594
1386,"Lemon Grove City, La Presa & Spring Valley PUMA, CA",39562.48742522955,Physicians,263405.2268907563,206831.79290917717
1387,"Minneapolis City (Southeast) PUMA, MN",39558.09360061735,General & operations managers,253410.46638655465,78932.01272296738
1388,"St. Clair & Blount Counties PUMA, AL",39547.96498041789,"Lawyers, & judges, magistrates, & other judicial workers",396120.9444444445,124478.50814810928
1389,"Bossier & Webster Parishes PUMA, LA",39547.60645227561,"Miscellaneous engineers, including nuclear engineers",393081.6444444445,86422.79194750793
1390,"Beaver County (South) PUMA, PA",39540.30506082292,"Petroleum, mining & geological engineers, including mining safety engineers",492365.1794871795,121965.87102455912
1391,"Hollywood (South) & Pembroke Pines (East) Cities PUMA, FL",39533.655256901104,Artists & related workers,222881.33834586467,25804.65972662201
1392,"Escambia County (North) PUMA, FL",39519.13511559335,"Surveyors, cartographers, & photogrammetrists",253274.2553191489,49595.98174533926
1393,"Kansas City (South) PUMA, MO",39511.26685000705,Chiropractors,421448.3456790124,58929.317817604286
1394,"Lincoln & Cleveland (East) Counties PUMA, NC",39505.764585789635,Dentists,418409.0625,127707.80053807772
1395,"Durham City (North) PUMA, NC",39504.52549389502,Physicians,200228.53655793023,206831.79290917717
1396,"Pittsburgh City (South) PUMA, PA",39479.09400475587,Chief executives & legislators,201897.81766381767,141283.83645852594
1397,"Shawnee City PUMA, OK",39478.01667896111,Counter & rental clerks,418409.1,21224.121135503043
1398,"Riverside City (West) PUMA, CA",39475.085759449146,Secondary school teachers,445288.7095115681,44453.7424627428
1399,"Beaches & Merritt Island PUMA, FL",39461.89956477363,Actuaries,192488.43298969071,131082.8818200338
1400,"Richmond County PUMA, GA",39448.1131627245,Diagnostic medical sonographers,477168.6666666667,73862.48732493505
1401,"St. Bernard, Jefferson (South) & Plaquemines Parishes PUMA, LA",39436.07911545138,"Lawyers, & judges, magistrates, & other judicial workers",309155.275862069,124478.50814810928
1402,"West Valley City (East), Taylorsville & Murray (West) Cities PUMA, UT",39423.94969512464,Coaches and scouts,425500.7619047619,23108.58017214645
1403,"Smyrna Town & La Vergne City PUMA, TN",39420.550659141416,"Models, demonstrators, & product promoters",212750.36893203884,12089.157200194966
1404,"Cullman & Winston Counties PUMA, AL",39419.863193103265,"Maintenance workers, machinery",396120.9523809524,42789.54914546744
1405,"Pinellas County (North Central) PUMA, FL",39419.31026707504,Physicians,315943.7491525424,206831.79290917717
1406,"Wade Hampton & Berea PUMA, SC",39406.04862335279,Surgeons,426513.84375,282720.32402206364
1407,"Cerro Gordo, Floyd, Kossuth, Hancock, Winnebago, Mitchell & Worth Counties PUMA, IA",39395.78406100279,Surgeons,409291.2,282720.32402206364
1408,"Winnebago County PUMA, WI",39388.53693131894,Architectural & engineering managers,202619.40677966105,134098.2588754237
1409,"Green Bay City PUMA, WI",39369.44576308321,Physicians,444749.6015936255,206831.79290917717
1410,"Golden Crescent Regional Planning Commission (North) & Wilson & Karnes Counties PUMA, TX",39368.98122561446,Aircraft pilots & flight engineers,240759.5294117647,115613.87787785068
1411,"Lebanon County PUMA, PA",39352.529947365474,Cost estimators,237303.07843137256,58963.60741807346
1412,"St. Clair Shores, Roseville & Eastpointe Area PUMA, MI",39348.19496906933,Sales engineers,202619.41379310345,108780.47602985433
1413,"La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties PUMA, CO",39290.153802044886,Physicians,504522.3278688525,206831.79290917717
1414,"Dearborn & Dearborn Heights Cities PUMA, MI",39288.50826530807,Pharmacists,177819.1056910569,88632.34688145593
1415,"Chester City PUMA, PA",39243.44169739937,"Architects, except landscape and naval",243143.27777777775,77911.62260282584
1416,"New Orleans City (Central) PUMA, LA",39242.74398760117,Credit counselors & loan officers,340731.70817120624,67871.33144378143
1417,"Oak Ridge (East) & Clinton Cities PUMA, TN",39238.64115139745,Surgeons,445762.69333333336,282720.32402206364
1418,"Chatham County (West Central)Savannah City PUMA, GA",39231.68257980056,Surgeons,477168.70588235295,282720.32402206364
